Rating|id|Short-Info|Purpose|More-Info
1|2176|Hydrogenated Palm Glyceride is an end product of the controlled hydrogenation of PalmGlyceride (q.v.).|surfactant - emulsifying agent, emollient, emulsifying, skin conditioning, stabilising, and surfactant|https://www.ewg.org/skindeep/ingredients/719611-HYDROGENATED_PALM_GLYCERIDE/
1|2177|Leucine is an amino acid.|fragrance ingredient, hair conditioning agent, and skin-conditioning agent - miscellaneous|https://www.ewg.org/skindeep/ingredients/703533-LEUCINE/
1|2178|Malpighia Punicifolia (Acerola) Fruit Extract is an extract obtained from the fruit of Malpighiapunicifolia.|antioxidant|https://www.ewg.org/skindeep/ingredients/720486-MALPIGHIA_PUNICIFOLIA_ACEROLA_FRUIT_EXTRACT/
1.5|2179|||https://www.ewg.org/skindeep/ingredients/700953-CALCIUM/
1|2180||antiseborrhoeic, moisturising, and smoothing|https://www.ewg.org/skindeep/ingredients/705308-PROPOLIS/
2.5|2181|Citrus Aurantifolia (Lime) Peel Extract is an extract of the peel of the lime, Citrus aurantifolia.|not reported|https://www.ewg.org/skindeep/ingredients/701411-CITRUS_AURANTIFOLIA_LIME_PEEL_EXTRACT/
1|2182|||https://www.ewg.org/skindeep/ingredients/705782-SAMBUCUS_NIGRA_ELDER/
2|2183|Aluminum Distearate is an aluminum salt of stearic acid.|anticaking agent, emulsion stabilizer, viscosity increasing agent - nonaqueous, anticaking, emulsion stabilising, opacifying, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/700318-ALUMINUM_DISTEARATE/
1|2184|Benzyl Acetate is an ester of benzyl alcohol and acetic acid.|fragrance ingredient and perfuming|https://www.ewg.org/skindeep/ingredients/700696-BENZYL_ACETATE/
1|2185|Dodecene is a hydrocarbon.|fragrance ingredient, solvent, viscosity decreasing agent, masking, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/702200-DODECENE/
2.0|2186|Ethyl Cyanoacrylate is an ester.|not reported and film forming|https://www.ewg.org/skindeep/ingredients/702316-ETHYL2CYANOACRYLATE/
3.5|2187|PEG-10 Soy Sterol is a polyethylene glycol derivative of sterols found in Glycine Soja(Soybean) Oil (q.v.) with an average of 10 moles of ethylene oxide.|skin-conditioning agent - miscellaneous, surfactant - emulsifying agent, and emulsifying|https://www.ewg.org/skindeep/ingredients/704498-PEG10_SOYA_STEROL/
1|2188|Argania Spinosa Extract is an extract of the whole plant, Argania spinosa.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/716763-ARGANIA_SPINOSA_EXTRACT/
1|2189|Ethylhexyl Benzoate is an ester of 2-ethylhexanol and benzoic acid.|skin-conditioning agent - emollient, solvent, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/719014-ETHYLHEXYL_BENZOATE/
1|2190|Hydrogenated Castor Oil Dimer Dilinoleate is an ester of Hydrogenated Castor Oil (q.v.) andDimer Dilinoleic Acid.|binder, hair conditioning agent, skin-conditioning agent - miscellaneous, skin protectant, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/719565-HYDROGENATED_CASTOR_OIL_DIMER_DILINOLEATE/
1|2191|Medicago Sativa (Alfalfa) Seed Powder is a powder derived from crushed alfalfa seeds, Medicago sativa.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/720550-MEDICAGO_SATIVA_ALFALFA_SEED_POWDER/
1|2192||skin conditioning|https://www.ewg.org/skindeep/ingredients/729105-CARDIOSPERMUM_HALICACABUM_FLOWERLEAFVINE_EXTRACT/
1|2193|Cucumis Sativus (Cucumber) Oil is a fixed oil expressed from the cucumber, Cucumissativus.|skin-conditioning agent - emollient, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701705-CUCUMIS_SATIVUS_CUCUMBER_OIL/
1|2194|Hydrolyzed Yeast Protein is a hydrolysate of yeast protein derived by acid, enzyme or othermethod of hydrolysis.|hair conditioning agent, skin-conditioning agent - miscellaneous, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/703037-HYDROLYZED_YEAST_PROTEIN/
1|2195|Santalum Album (Sandalwood) is a plant material derived from the sandalwood, Santalumalbum.|not reported and skin conditioning|https://www.ewg.org/skindeep/ingredients/705795-SANTALUM_ALBUM_SANDALWOOD/
1|2196|Isodonis Japonicus Extract is an extract of the leaves and stalks of the isodonis, Isodonjaponicus.|not reported|https://www.ewg.org/skindeep/ingredients/719939-ISODONIS_JAPONICUS_EXTRACT/
1|2197|Palmitoyl Tetrapeptide-3 is a reaction product of Palmitic Acid (q.v.) and a synthetic peptidecontaining glycine, glutamine, proline and arginine.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/704423-PALMITOYL_TETRAPEPTIDE3/
1|2198|Ulva Lactuca Extract is an extract of the alga, Ulva lactuca.|skin-conditioning agent - miscellaneous, skin conditioning, and skin protecting|https://www.ewg.org/skindeep/ingredients/706771-ULVA_LACTUCA_SEA_LETTUCE_EXTRACT/
1|2199|Propylene Glycol Stearate SE is a self-emulsifying grade of Propylene Glycol Stearate (q.v.)that contains some sodium and/or potassium stearate.|surfactant - emulsifying agent|https://www.ewg.org/skindeep/ingredients/723083-PROPYLENE_GLYCOL_STEARATE_SE/
1|2200|||https://www.ewg.org/skindeep/ingredients/726502-GARDENIA_JASMINOIDES_GARDENIA_FRUIT_EXTRACT/
1|2201|Ferula Galbaniflua (Galbanum) Resin Oil is an essential oil obtained from the resin of Ferulagalbaniflua.|fragrance ingredient, antimicrobial, perfuming, and tonic|https://www.ewg.org/skindeep/ingredients/702462-FERULA_GALBANIFLUA_FERULA_GUMMOSA_RESIN_OIL/
1|2202|Propylene Glycol Dicaprylate is a diester of propylene glycol and caprylic acid.|skin-conditioning agent - occlusive, viscosity increasing agent - nonaqueous, emollient, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/705320-PROPYLENE_GLYCOL_DICAPRYLATE/
1|2203|Tilia Cordata Extract is an extract of the whole plant, Tilia cordata.|cosmetic astringent|https://www.ewg.org/skindeep/ingredients/706552-TILIA_CORDATA_LINDEN_EXTRACT/
1|2204|Castanea Crenata Shell Extract is an extract of the shell of Castanea crenata.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/717504-CASTANEA_CRENATA_SHELL_EXTRACT/
1|2205|Juniperus Communis Fruit Extract is an extract of the ripe fruit of the juniper, Juniperuscommunis.|fragrance ingredient, skin-conditioning agent - miscellaneous, and perfuming|https://www.ewg.org/skindeep/ingredients/703296-JUNIPERUS_COMMUNIS_JUNIPER_EXTRACT/
1|2206|Sucrose Palmitate is a monoester of palmitic acid and Sucrose (q.v.).|skin-conditioning agent - emollient, surfactant - emulsifying agent, emollient, emulsifying, skin conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/706374-SUCROSE_PALMITATE/
4|2207|||https://www.ewg.org/skindeep/ingredients/862095-BENZIMIDAZOLE_DIAMOND_AMIDOETHYL_UREA_CARBAMOYL_PROPYL_POLYMETHYLSILSESQUIOXANE/
1|2208|Caprylic/Capric Glycerides is a mixture of mono, di and triglycerides of caprylic and capricacids.|skin-conditioning agent - emollient, emollient, emulsifying, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701055-CAPRYLIC_CAPRIC_GLYCERIDES/
1|2209||perfuming|https://www.ewg.org/skindeep/ingredients/701366-CINNAMONUM_CASSIA_CINNAMON/
1|2210|Hydrolyzed Lupine Protein is a hydrolysate of lupine protein derived by acid, enzyme or othermethod of hydrolysis.|hair conditioning agent, skin-conditioning agent - miscellaneous, and ultraviolet light absorber|https://www.ewg.org/skindeep/ingredients/702999-HYDROLYZED_LUPINE_PROTEIN/
1|2211|Shellac is a resinous secretion of the insect Laccifer (Tachardia) lacca.|binder, film former, hair fixative, binding, emollient, film forming, hair fixing, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/705897-SHELLAC/
1|2212|Tripalmitin is a triester of glycerin and palmitic acid.|skin-conditioning agent - occlusive, viscosity increasing agent - nonaqueous, emollient, refatting, skin conditioning, solvent, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706705-TRIPALMITIN/
2.0|2213|C15-19 Alkane is a mixture of alkanes with 15 to 19 carbon atoms in the alkyl chain.|solvent|https://www.ewg.org/skindeep/ingredients/717258-C1519_ALKANE/
1|2214|Tocopheryl Phosphate is a complex mixture of esters of Tocopherol (q.v.). and PhosphoricAcid (q.v.)|hair conditioning agent, surfactant - cleansing agent, surfactant - emulsifying agent, cleansing, emulsifying, hair conditioning, and surfactant|https://www.ewg.org/skindeep/ingredients/724552-TOCOPHERYL_PHOSPHATE/
1|2215|||https://www.ewg.org/skindeep/ingredients/704926-PLANTAGO_MAJOR_PLANTAIN/
1|2216|Polyglyceryl-6 Distearate is a diester of stearic acid and Polyglycerin-6 (q.v.).|skin-conditioning agent - emollient, surfactant - emulsifying agent, and emulsifying|https://www.ewg.org/skindeep/ingredients/705040-POLYGLYCERYL6_DISTEARATE/
1|2217|Tetrahydroxypropyl Ethylenediamine is a substituted amine.|chelating agent and chelating|https://www.ewg.org/skindeep/ingredients/706506-TETRAHYDROXYPROPYL_ETHYLENEDIAMINE/
1|2218|Gelatin Crosspolymer is a gelatin crosslinked by Glutaral (q.v.).|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/719170-GELATIN_CROSSPOLYMER/
1|2219|||https://www.ewg.org/skindeep/ingredients/862196-PALMITOYL_HEXAPEPTIDE19/
1|2220|Carapa Guaianensis Seed Oil is a fixed oil expressed from the seeds of Carapaguaianensis.|denaturant, skin-conditioning agent - miscellaneous, and skin conditioning|https://www.ewg.org/skindeep/ingredients/717465-CARAPA_GUAIANENSIS_SEED_OIL/
1|2221|Polyglyceryl-10 Myristate is an ester of myristic acid and Polyglycerin-10 (q.v.).|skin-conditioning agent - miscellaneous, surfactant - emulsifying agent, and skin conditioning|https://www.ewg.org/skindeep/ingredients/722436-POLYGLYCERYL10_MYRISTATE/
1|2222|||https://www.ewg.org/skindeep/ingredients/704364-ORYZA_SATIVA_RICE_PROTEIN/
2.0|2223|Oxidized Polyethylene is a reaction product of polyethylene and oxygen.|viscosity increasing agent - nonaqueous and viscosity controlling|https://www.ewg.org/skindeep/ingredients/704370-OXIDIZED_POLYETHYLENE/
1|2224|||https://www.ewg.org/skindeep/ingredients/726577-CURCUMA_LONGA_TURMERIC_OIL/
1|2225|||https://www.ewg.org/skindeep/ingredients/726681-PIMENTA_RACEMOSA_BAY_RUM_OIL/
1|2226|Cymbopogon Nardus (Citronella) Oil is an essential oil obtained by direct steam-distillation ofthe dried fresh grass, Cymbopogon nardus.|fragrance ingredient, masking, and tonic|https://www.ewg.org/skindeep/ingredients/701388-CITRONELLA_OIL/
1|2227|Pentasodium Triphosphate is an inorganic salt.|chelating agent, ph adjuster, buffering, and chelating|https://www.ewg.org/skindeep/ingredients/704751-PENTASODIUM_TRIPHOSPHATE/
4.0|2228|The State of California and other authoritative bodies have classified dibutyl phthalate (DBP) as a reproductive and developmental toxicant, and the European Union banned the use of this ingredient in cosmetics and personal care products. In animal studies, exposure to DBP during gestation causes infertility, cryptorchidism and problems in sperm development, adverse effects similar to human testicular dysgenesis syndrome. Prenatal exposure to DBP has been associated with anatomical changes in the reproductive system development in baby boys. In adult men, DBP has been correlated with changes in serum hormone levels, lower sperm concentration and motility, and decreased fertility.|fragrance ingredient, plasticizer, and solvent|https://www.ewg.org/skindeep/ingredients/701929-DIBUTYL_PHTHALATE/
1.5|2229|Ethyl Lauroyl Arginate HCl is a salt.|hair conditioning agent, skin-conditioning agent - miscellaneous, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/718968-ETHYL_LAUROYL_ARGINATE_HCL/
1|2230|Trideceth-5 is a polyethylene glycol ether of Tridecyl Alcohol (q.v.).|surfactant - emulsifying agent|https://www.ewg.org/skindeep/ingredients/724602-TRIDECETH5/
1|2231|||https://www.ewg.org/skindeep/ingredients/725258-ARCTIUM_LAPPA_BURDOCK_ROOT/
1|2232|Polyquaternium-16 is a polymeric quaternary ammonium salt formed frommethylvinylimidazolium chloride and vinylpyrrolidone.|antistatic agent, film former, hair fixative, antistatic, and film forming|https://www.ewg.org/skindeep/ingredients/705103-POLYQUATERNIUM16/
1|2233|Potassium Olivate is a potassium salt of the fatty acids derived from Olea Europaea (Olive)Oil (q.v.).|surfactant - cleansing agent, surfactant - emulsifying agent, emulsifying, and surfactant|https://www.ewg.org/skindeep/ingredients/705219-POTASSIUM_OLIVATE/
1|2234|Saxifraga Sarmentosa Extract is an extract of the herb of the strawberry begonia, Saxifragasarmentosa.|not reported and skin conditioning|https://www.ewg.org/skindeep/ingredients/705825-SAXIFRAGA_SARMENTOSA_SAXIFRAGA_STOLONIFERA_EXTRACT/
1|2235||skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/700183-ADENOSINE_TRIPHOSPHATE/
1|2236|Diisobutyl Adipate is a diester of isobutyl alcohol and Adipic Acid (q.v.).|fragrance ingredient, plasticizer, skin-conditioning agent - emollient, solvent, emollient, masking, plasticiser, and skin conditioning|https://www.ewg.org/skindeep/ingredients/701986-DIISOBUTYL_ADIPATE/
1|2237|Juglans Nigra (Black Walnut) Leaf Extract is an extract of the leaves of the black walnut, Juglans nigra.|not reported and astringent|https://www.ewg.org/skindeep/ingredients/703282-JUGLANS_NIGRA_BLACK_WALNUT_LEAF_EXTRACT/
1|2238|Juglans Regia (Walnut) Shell Powder is a powder of the ground shells of the walnut, Juglansregia.|abrasive and bulking agent|https://www.ewg.org/skindeep/ingredients/703289-JUGLANS_REGIA_PERSIAN_WALNUT_SHELL_POWDER/
1|2239|Punica Granatum Fruit Juice is a juice expressed from the fruit of the pomegranate, Punicagranatum.|flavoring agent, skin-conditioning agent - miscellaneous, masking, and skin conditioning|https://www.ewg.org/skindeep/ingredients/705413-PUNICA_GRANATUM_POMEGRANATE_FRUIT_JUICE/
1|2240|Sodium Oleate is a sodium salt of oleic acid.|surfactant - cleansing agent, surfactant - emulsifying agent, viscosity increasing agent -aqueous, cleansing, emulsifying, surfactant, and viscosity controlling|https://www.ewg.org/skindeep/ingredients/706143-SODIUM_OLEATE/
1|2241|Stearamidopropyl PG-Dimonium Chloride Phosphate is a quaternary ammonium salt.|antistatic agent, hair conditioning agent, antistatic, and hair conditioning|https://www.ewg.org/skindeep/ingredients/706293-STEARAMIDOPROPYL_PGDIMONIUM_CHLORIDE_PHOSPHATE/
1|2242|||https://www.ewg.org/skindeep/ingredients/726774-DIPEPTIDE_DIAMINOBUTYROYL_BENZYLAMIDE_DIACETATE/
1|2243|||https://www.ewg.org/skindeep/ingredients/702489-FOENICULUM_VULGARE_FENNEL_EXTRACT/
1.5|2244|AMP-Acrylates/Allyl Methacrylate Copolymer is an aminomethylpropanol salt of a copolymerof allyl methacrylate and one or more monomers consisting of acrylic acid, methacrylic acid or one of theirsimple esters.|film former, hair fixative, film forming, and hair fixing|https://www.ewg.org/skindeep/ingredients/716676-AMPACRYLATESALLYL_METHACRYLATE_COPOLYMER/
1|2245|PCA Dimethicone is a siloxane polymer.|hair conditioning agent, skin-conditioning agent - miscellaneous, hair conditioning, and skin conditioning|https://www.ewg.org/skindeep/ingredients/721333-PCA_DIMETHICONE/
1|2246|Salvia Hispanica Seed Extract is an extract of the seeds of Salvia hispanica.|not reported, emollient, and skin conditioning|https://www.ewg.org/skindeep/ingredients/723424-SALVIA_HISPANICA_SEED_EXTRACT/
1|2247|||https://www.ewg.org/skindeep/ingredients/726654-CORIANDRUM_SATIVUM_CORIANDER_OIL/
1|2248|||https://www.ewg.org/skindeep/ingredients/861945-ASTROCARYUM_TUCUMA_SEED_BUTTER/
6.5|2249|According to the The <i>International Nomenclature of Cosmetic Ingredients (INCI) definition</i>, â€œFicus Carica (Fig) Extractâ€ is an extract of the fruit and leaves of the fig, Ficus carica. See 'Regulatory and Ingredient Use Information,' regarding the labeling names for botanical ingredients in INCI Volume 1, Introduction, Part A. The immunotoxicity concerns as well as restrictions and warnings apply specifically to fig (Ficus carica) leaf, fresh and preparations.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/702475-FICUS_CARICA_FIG_EXTRACT/
1|2250||anticaking agent and hair conditioning|https://www.ewg.org/skindeep/ingredients/703146-IRON/
1|2251||skin-conditioning agent - miscellaneous and perfuming|https://www.ewg.org/skindeep/ingredients/717876-CINNAMIC_ACID/
1|2252|Peucedanum Graveolens (Dill) Extract is an extract of the dill, Peucedanum graveolens.|not reported and tonic|https://www.ewg.org/skindeep/ingredients/722135-PEUCEDANUM_GRAVEOLENS_DILL_EXTRACT/
1|2253|||https://www.ewg.org/skindeep/ingredients/862083-WHITE_SUGAR/
1|2254||fragrance ingredient|https://www.ewg.org/skindeep/ingredients/700432-ANISALDEHYDE/
1|2255|Hexadecene is a hydrocarbon.|solvent and viscosity decreasing agent|https://www.ewg.org/skindeep/ingredients/719461-HEXADECENE/
1|2256|Sesamum Indicum (Sesame) Seed Powder is a powder obtained from the ground seeds of Sesamum indicum.|skin-conditioning agent - miscellaneous and skin conditioning|https://www.ewg.org/skindeep/ingredients/723531-SESAMUM_INDICUM_SESAME_SEED_POWDER/
1|2257|Cysteine is an amino acid.|antioxidant, fragrance ingredient, hair conditioning agent, hair-waving/straighteningagent, reducing agent, antistatic, hair conditioning, hair waving or straightening, masking, and reducing|https://www.ewg.org/skindeep/ingredients/701767-CYSTEINE/
1|2258|Enteromorpha Compressa Extract is an extract of the alga, Enteromorpha compressa.|skin-conditioning agent - miscellaneous, skin protectant, and skin protecting|https://www.ewg.org/skindeep/ingredients/702254-ENTEROMORPHA_COMPRESSA_LINNAEUS_EXTRACT/
